-73.977212,40.753677,2011_1
-73.97777,40.752304,2011_1
-73.97717,40.75273,2011_1
-73.97706,40.753,2011_1
-73.977137,40.753454,2011_1
-73.978334,40.753333,2011_1
-73.977695,40.751971,2011_1
-73.977545,40.751946,2011_1
-73.97782,40.752162,2011_1
-73.977175,40.752806,2011_1
-73.978371,40.752523,2011_1
-73.976898,40.753201,2011_1
-73.97732,40.75288,2011_1
-73.976011,40.752036,2011_1
-73.978006,40.751402,2011_1
-73.976054,40.75145,2011_1
-73.976386,40.751109,2011_1
-73.978403,40.750776,2011_1
-73.975678,40.751183,2011_1
-73.974682,40.750811,2011_1
-73.974834,40.752,2011_1
-73.974745,40.751394,2011_1
-73.972956,40.750027,2011_1
-73.985409,40.748427,2011_2
-73.985624,40.748533,2011_2
-73.985573,40.748458,2011_2
-73.985603,40.7485,2011_2
-73.985878,40.74835,2011_2
-73.985173,40.748427,2011_2
-73.985077,40.748451,2011_2
-73.985645,40.748443,2011_2
-73.985603,40.748501,2011_2
-73.984401,40.748451,2011_2
-73.985592,40.748463,2011_2
-73.983929,40.747321,2011_2
-73.985667,40.7475,2011_2
-73.98548,40.748675,2011_2
-73.986834,40.7475,2011_2
-73.986334,40.7495,2011_2
-73.985173,40.748476,2011_2
-73.985592,40.748459,2011_2
-73.985313,40.748437,2011_2
-73.984706,40.748309,2011_2
-73.985409,40.747102,2011_2
-73.986834,40.747,2011_2
-73.985903,40.746438,2011_2
-73.9835,40.749666,2011_2
-73.983462,40.750063,2011_2
-73.9835,40.746666,2011_2
-73.985206,40.746253,2011_2
-73.98439,40.745671,2011_2
-73.986053,40.746216,2011_2
-73.988435,40.746509,2011_2
-73.986656,40.750963,2011_2
-73.987731,40.749786,2011_2
-73.987555,40.750318,2011_2
-73.987855,40.749484,2011_2
-73.985667,40.744333,2011_2
-73.984,40.744166,2011_2
-73.97893,40.759694,2011_3
-73.977565,40.761122,2011_3
-73.978832,40.759073,2011_3
-73.979292,40.758827,2011_3
-73.978834,40.7585,2011_3
-73.9775,40.7605,2011_3
-73.979334,40.7595,2011_3
-73.97907,40.758908,2011_3
-73.978103,40.7585,2011_3
-73.978667,40.758833,2011_3
-73.978673,40.758725,2011_3
-73.978339,40.758651,2011_3
-73.980767,40.7596,2011_3
-73.978617,40.758733,2011_3
-73.978548,40.761577,2011_3
-73.978845,40.758797,2011_3
-73.978713,40.759023,2011_3
-73.977667,40.758333,2011_3
-73.979467,40.761566,2011_3
-73.979897,40.7598,2011_3
-73.978104,40.7584,2011_3
-73.977218,40.758923,2011_3
-73.979196,40.758958,2011_3
-73.97962,40.76099,2011_3
-73.977513,40.758326,2011_3
-73.978612,40.758888,2011_3
-73.9785,40.759,2011_3
