-0.079495,51.50548,2014_1
-0.078167,51.505,2014_1
-0.079736,51.505645,2014_1
-0.079737,51.505469,2014_1
-0.080653,51.504747,2014_1
-0.081106,51.505188,2014_1
-0.077834,51.505666,2014_1
-0.079683,51.505129,2014_1
-0.078749,51.504896,2014_1
-0.079981,51.505322,2014_1
-0.078481,51.50515,2014_1
-0.080939,51.505947,2014_1
-0.07832,51.505108,2014_1
-0.077642,51.50547,2014_1
-0.077334,51.506166,2014_1
-0.076495,51.504211,2014_1
-0.077089,51.504711,2014_1
-0.082125,51.504969,2014_1
-0.081873,51.5067,2014_1
-0.075898,51.505225,2014_1
-0.076872,51.507346,2014_1
-0.07832,51.507553,2014_1
-0.082206,51.507194,2014_1
-0.082831,51.506497,2014_1
-0.076,51.5045,2014_1
-0.076278,51.50425,2014_1
-0.075788,51.504929,2014_1
-0.075767,51.505069,2014_1
-0.075595,51.505338,2014_1
-0.076498,51.507861,2014_1
-0.076203,51.507105,2014_1
-0.076783,51.507817,2014_1
-0.076,51.503666,2014_1
-0.074973,51.504231,2014_1
-0.075252,51.50567,2014_1
-0.075294,51.505557,2014_1
-0.075167,51.505833,2014_1
-0.074361,51.50364,2014_1
-0.073853,51.506261,2014_1
-0.076156,51.508066,2014_1
-0.075541,51.508729,2014_1
-0.073834,51.5035,2014_1
-0.073289,51.503958,2014_1
-0.073709,51.506158,2014_1
-0.118854,51.504575,2014_2
-0.119422,51.503276,2014_2
-0.11969,51.503421,2014_2
-0.119269,51.50408,2014_2
-0.117667,51.506166,2014_2
-0.119453,51.503444,2014_2
-0.119605,51.503353,2014_2
-0.119379,51.503246,2014_2
-0.119186,51.5039,2014_2
-0.119001,51.506,2014_2
-0.118834,51.503333,2014_2
-0.118063,51.505955,2014_2
-0.119842,51.505752,2014_2
-0.118598,51.505477,2014_2
-0.118447,51.505108,2014_2
-0.1197,51.5034,2014_2
-0.118317,51.50346,2014_2
-0.119414,51.503769,2014_2
-0.119647,51.503466,2014_2
-0.117306,51.503891,2014_2
-0.119712,51.503066,2014_2
-0.117664,51.506111,2014_2
-0.118953,51.505491,2014_2
-0.119304,51.503193,2014_2
-0.119692,51.503305,2014_2
-0.119623,51.503227,2014_2
-0.120923,51.502761,2014_2
-0.11962,51.501897,2014_2
-0.117609,51.502919,2014_2
-0.115867,51.505688,2014_2
-0.11653,51.504845,2014_2
-0.116783,51.50585,2014_2
-0.116998,51.505811,2014_2
-0.116528,51.507058,2014_2
-0.116493,51.506999,2014_2
-0.119862,51.501316,2014_2
-0.121509,51.506338,2014_2
-0.116397,51.503167,2014_2
-0.119798,51.501189,2014_2
-0.121343,51.50083,2014_2
-0.120581,51.500922,2014_2
-0.12,51.500666,2014_2
-0.115667,51.506833,2014_2
-0.114669,51.506578,2014_2
-0.114122,51.505036,2014_2
-0.114703,51.506241,2014_2
-0.114938,51.506939,2014_2
-0.116837,51.508496,2014_2
-0.121793,51.500908,2014_2
-0.121484,51.500841,2014_2
-0.122553,51.500919,2014_2
-0.122834,51.501,2014_2
-0.122667,51.500166,2014_2
-0.122995,51.501022,2014_2
-0.121939,51.500788,2014_2
-0.122495,51.499622,2014_2
-0.123585,51.500877,2014_2
-0.123334,51.501333,2014_2
-0.123634,51.501063,2014_2
-0.123442,51.500808,2014_2
-0.123767,51.501496,2014_2
-0.124336,51.500842,2014_2
-0.124162,51.501069,2014_2
-0.124183,51.500887,2014_2
-0.123864,51.500825,2014_2
-0.124282,51.501029,2014_2
-0.124883,51.501042,2014_2
-0.125441,51.500818,2014_2
-0.123217,51.503358,2014_2
-0.125913,51.501029,2014_2
-0.12616,51.500514,2014_2
-0.126023,51.500969,2014_2
-0.126241,51.501783,2014_2
-0.126642,51.501125,2014_2
-0.126492,51.500982,2014_2
-0.126453,51.500983,2014_2
-0.1265,51.5,2014_2
-0.126509,51.500988,2014_2
-0.126,51.499333,2014_2
-0.127356,51.5012,2014_2
-0.126162,51.498955,2014_2
-0.127136,51.501209,2014_2
-0.1269,51.49998,2014_2
-0.127662,51.500111,2014_2
-0.12737,51.499888,2014_2
-0.127394,51.499579,2014_2
-0.127201,51.49908,2014_2
-0.127941,51.500261,2014_2
-0.127345,51.499294,2014_2
-0.127937,51.49968,2014_2
-0.126078,51.503538,2014_2
-0.127201,51.503286,2014_2
-0.128495,51.500663,2014_2
-0.124926,51.498524,2014_2
-0.128756,51.499827,2014_2
-0.129234,51.499572,2014_2
-0.129497,51.499554,2014_2
-0.128951,51.499638,2014_2
-0.129573,51.5014,2014_2
-0.140783,51.501206,2014_3
-0.140034,51.501361,2014_3
-0.14125,51.501511,2014_3
-0.140644,51.501904,2014_3
-0.141137,51.501738,2014_3
-0.14087,51.501669,2014_3
-0.140309,51.501005,2014_3
-0.139303,51.502197,2014_3
-0.141245,51.501566,2014_3
-0.13972,51.501341,2014_3
-0.138017,51.502652,2014_3
-0.137675,51.502347,2014_3
-0.138509,51.499752,2014_3
-0.128053,51.508236,2014_4
-0.1276,51.506538,2014_4
-0.12877,51.508469,2014_4
-0.128567,51.507911,2014_4
-0.128,51.508333,2014_4
-0.128681,51.508332,2014_4
-0.126417,51.508683,2014_4
-0.128434,51.508456,2014_4
-0.12734,51.50742,2014_4
-0.127569,51.507462,2014_4
-0.127823,51.508568,2014_4
-0.128113,51.508428,2014_4
-0.127716,51.507247,2014_4
-0.128975,51.508244,2014_4
-0.12717,51.507675,2014_4
-0.127592,51.509276,2014_4
-0.127,51.507833,2014_4
-0.128887,51.50815,2014_4
-0.127673,51.507413,2014_4
-0.127576,51.509557,2014_4
-0.127681,51.507625,2014_4
-0.1269,51.508869,2014_4
-0.12793,51.507854,2014_4
-0.127778,51.506666,2014_4
-0.12896,51.508375,2014_4
-0.129175,51.506592,2014_4
-0.127223,51.507405,2014_4
-0.128047,51.507937,2014_4
-0.127576,51.506645,2014_4
-0.128295,51.507527,2014_4
-0.128242,51.508622,2014_4
-0.127973,51.507794,2014_4
-0.126986,51.50491,2014_4
-0.126073,51.507763,2014_4
-0.12714,51.50632,2014_4
-0.125914,51.506005,2014_4
-0.126407,51.510017,2014_4
-0.126975,51.510158,2014_4
-0.128285,51.511231,2014_4
-0.129575,51.505969,2014_4
-0.13087,51.505877,2014_4
-0.130014,51.506211,2014_4
-0.124411,51.507941,2014_4
-0.127345,51.511833,2014_4
-0.09855,51.509452,2014_5
-0.099125,51.507783,2014_5
-0.099499,51.50776,2014_5
-0.098834,51.50985,2014_5
-0.097342,51.508475,2014_5
-0.09863,51.509229,2014_5
-0.098834,51.5085,2014_5
-0.098662,51.508141,2014_5
-0.098297,51.508435,2014_5
-0.099458,51.507754,2014_5
-0.098523,51.510011,2014_5
-0.099134,51.507687,2014_5
-0.097612,51.50925,2014_5
-0.09917,51.510598,2014_5
-0.098556,51.509502,2014_5
-0.100809,51.507569,2014_5
-0.100786,51.507059,2014_5
-0.101054,51.508916,2014_5
-0.101167,51.506833,2014_5
-0.101334,51.5085,2014_5
-0.101487,51.507797,2014_5
-0.096763,51.508415,2014_5
-0.098334,51.512,2014_5
-0.101341,51.508594,2014_5
-0.101167,51.509166,2014_5
-0.098404,51.513622,2014_5
-0.09731,51.513323,2014_5
-0.096806,51.512825,2014_5
-0.097525,51.513489,2014_5
-0.097902,51.512438,2014_5
-0.098914,51.513747,2014_5
-0.098233,51.51371,2014_5
-0.099134,51.514199,2014_5
-0.09761,51.515045,2014_5
-0.1,51.5135,2014_5
-0.099435,51.513684,2014_5
-0.09956,51.513679,2014_5
-0.100164,51.513964,2014_5
-0.095776,51.513857,2014_5
-0.095422,51.513868,2014_5
-0.096259,51.51387,2014_5
-0.095994,51.511039,2014_5
-0.100675,51.513638,2014_5
-0.175817,51.495297,2014_6
-0.17595,51.497169,2014_6
-0.176445,51.496136,2014_6
-0.176448,51.496413,2014_6
-0.176328,51.495913,2014_6
-0.177189,51.495472,2014_6
-0.175706,51.496587,2014_6
-0.176931,51.49625,2014_6
-0.177,51.495666,2014_6
-0.1745,51.4965,2014_6
-0.13357,51.510125,2014_7
-0.135131,51.509973,2014_7
-0.134872,51.510179,2014_7
-0.134518,51.509971,2014_7
-0.134089,51.509877,2014_7
-0.134148,51.509852,2014_7
-0.135278,51.51,2014_7
-0.13455,51.5099,2014_7
-0.134239,51.509957,2014_7
-0.134748,51.511436,2014_7
-0.134067,51.512895,2014_7
-0.134882,51.512949,2014_7
-0.133489,51.512633,2014_7
-0.126847,51.519272,2014_8
-0.126879,51.519198,2014_8
-0.126847,51.519271,2014_8
-0.126525,51.519432,2014_8
-0.125989,51.51853,2014_8
-0.126959,51.519413,2014_8
-0.127034,51.519627,2014_8
-0.126895,51.51883,2014_8
-0.12612,51.518561,2014_8
-0.126839,51.519438,2014_8
-0.126639,51.51668,2014_8
-0.125934,51.516975,2014_8
-0.124481,51.517477,2014_8
-0.124454,51.531126,2014_9
-0.123609,51.5309,2014_9
-0.124242,51.532183,2014_9
-0.123945,51.529936,2014_9
-0.124062,51.530188,2014_9
-0.122919,51.530686,2014_9
-0.124073,51.531341,2014_9
-0.123334,51.532,2014_9
-0.126031,51.53144,2014_9
-0.125275,51.532105,2014_9
-0.122492,51.532516,2014_9
